program_id,category,location,date_aired,speaker_name,speaker_party,speaker_state,speaker_office,syntactic_category,determiner,data_point,full_sentence
177300-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jul 10 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,The_DT Republican_JJ
177300-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jul 10 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_NNP
177300-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jul 10 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,The_DT Republican_JJ
177300-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jul 10 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_NNP
177300-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jul 10 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_JJ
177301-2,House Proceeding,"Washington, District of Columbia, United States",Mon Jul 14 00:00:00 2003,"Marcia ""Marcy"" Kaptur",D,Ohio,U.S. Representative,DT,the,republican,the_DT Republican_JJ
177388-2,House Proceeding,"Washington, District of Columbia, United States",Tue Jul 15 00:00:00 2003,"Thomas ""Tom"" Lantos",D,California,U.S. Representative,DT,both,republicans,both_DT Republicans_NNPS
178353-1,House Proceeding,"Washington, District of Columbia, United States",Thu Sep 25 00:00:00 2003,"C. ""Bill"" W. Young",R,Florida,U.S. Representative,DT,the,republican,the_DT Republican_JJ
177502-2,House Proceeding,"Washington, District of Columbia, United States",Tue Jul 22 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_JJ
178861-1,House Proceeding,"Washington, District of Columbia, United States",Wed Oct 29 00:00:00 2003,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
178861-1,House Proceeding,"Washington, District of Columbia, United States",Wed Oct 29 00:00:00 2003,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
178844-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 28 00:00:00 2003,Thomas DeLay,R,Texas,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
178844-1,House Proceeding,"Washington, District of Columbia, United States",Tue Oct 28 00:00:00 2003,Thomas DeLay,R,Texas,U.S. Representative,DT,the,democrat,the_DT Democrat_NNP
177148-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 26 00:00:00 2003,James McGovern,D,Massachusetts,U.S. Representative,DT,the,republican,the_DT Republican_JJ
177148-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 26 00:00:00 2003,James McGovern,D,Massachusetts,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
177148-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 26 00:00:00 2003,James McGovern,D,Massachusetts,U.S. Representative,DT,the,republican,the_DT Republican_JJ
177148-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 26 00:00:00 2003,James McGovern,D,Massachusetts,U.S. Representative,DT,this,republican,this_DT Republican_JJ
177148-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 26 00:00:00 2003,James McGovern,D,Massachusetts,U.S. Representative,DT,the,republican,the_DT Republican_JJ
177148-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 26 00:00:00 2003,James McGovern,D,Massachusetts,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
177148-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 26 00:00:00 2003,James McGovern,D,Massachusetts,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
177148-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 26 00:00:00 2003,James McGovern,D,Massachusetts,U.S. Representative,DT,the,republican,the_DT Republican_JJ
177034-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 19 00:00:00 2003,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
177034-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 19 00:00:00 2003,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
177034-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 19 00:00:00 2003,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_JJ
177034-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 19 00:00:00 2003,Major R. Owens,D,New York,U.S. Representative,DT,a,republican,a_DT Republican_JJ
177034-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 19 00:00:00 2003,Major R. Owens,D,New York,U.S. Representative,DT,the,republican,the_DT Republican_NNP
176928-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jun  9 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
176928-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jun  9 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
176928-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jun  9 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
176928-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jun  9 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,republican,the_DT Republican_NNP
176928-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jun  9 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
176928-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jun  9 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
176928-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jun  9 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
176928-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jun  9 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
176928-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jun  9 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,republican,the_DT Republican_NNP
176928-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jun  9 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,republican,the_DT Republican_JJ
176928-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jun  9 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
176928-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jun  9 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
303228-1,House Proceeding,"Washington, District of Columbia, United States",Fri Dec 16 00:00:00 2011,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,this,republican,this_DT Republican_JJ
303228-1,House Proceeding,"Washington, District of Columbia, United States",Fri Dec 16 00:00:00 2011,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,a,republican,a_DT Republican_JJ
303228-1,House Proceeding,"Washington, District of Columbia, United States",Fri Dec 16 00:00:00 2011,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,both,republican,both_DT Republican_NNP
177146-2,House Proceeding,"Washington, District of Columbia, United States",Tue Jun 24 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,The_DT Republican_JJ
177147-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 25 00:00:00 2003,Porter J. Goss,R,Florida,U.S. Representative,DT,a,republican,a_DT Republican_NNP
176955-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 11 00:00:00 2003,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republican,the_DT Republican_JJ
176955-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 11 00:00:00 2003,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
176955-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 11 00:00:00 2003,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republican,the_DT Republican_JJ
176955-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 11 00:00:00 2003,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
176955-1,House Proceeding,"Washington, District of Columbia, United States",Wed Jun 11 00:00:00 2003,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republican,the_DT Republican_NNP
176956-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun 12 00:00:00 2003,"F. ""James"" James Jr. Sensenbrenner",R,Wisconsin,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
176838-1,House Proceeding,"Washington, District of Columbia, United States",Thu Jun  5 00:00:00 2003,Thomas DeLay,R,Texas,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
177032-2,House Proceeding,"Washington, District of Columbia, United States",Tue Jun 17 00:00:00 2003,Danny Davis,D,Illinois,U.S. Representative,DT,the,republican,the_DT Republican_NNP
304334-1,House Proceeding,"Washington, District of Columbia, United States",Thu Feb  9 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_NNP
304334-1,House Proceeding,"Washington, District of Columbia, United States",Thu Feb  9 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_JJ
304334-1,House Proceeding,"Washington, District of Columbia, United States",Thu Feb  9 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_NNP
304334-1,House Proceeding,"Washington, District of Columbia, United States",Thu Feb  9 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,some,republicans,some_DT Republicans_NNS
304334-1,House Proceeding,"Washington, District of Columbia, United States",Thu Feb  9 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_JJ
304334-1,House Proceeding,"Washington, District of Columbia, United States",Thu Feb  9 00:00:00 2012,Keith Ellison,D,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_JJ
177033-1,House Proceeding,No Location,Wed Jun 18 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,democrats,The_DT Democrats_NNPS
177033-1,House Proceeding,No Location,Wed Jun 18 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
177033-1,House Proceeding,No Location,Wed Jun 18 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
177033-1,House Proceeding,No Location,Wed Jun 18 00:00:00 2003,"Thomas ""Tom"" Tancredo",R,Colorado,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
176570-1,House Proceeding,"Washington, District of Columbia, United States",Wed May 14 00:00:00 2003,Chris Bell,D,Texas,U.S. Representative,DT,the,republican,the_DT Republican_JJ
176570-1,House Proceeding,"Washington, District of Columbia, United States",Wed May 14 00:00:00 2003,Chris Bell,D,Texas,U.S. Representative,DT,a,democrat,a_DT Democrat_NNP
174774-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jan 27 00:00:00 2003,Earl Blumenauer,D,Oregon,U.S. Representative,DT,the,republican,the_DT Republican_NNP
174774-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jan 27 00:00:00 2003,Earl Blumenauer,D,Oregon,U.S. Representative,DT,both,republicans,both_DT Republicans_NNPS
174774-3,House Proceeding,"Washington, District of Columbia, United States",Mon Jan 27 00:00:00 2003,Earl Blumenauer,D,Oregon,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
302956-1,House Proceeding,"Washington, District of Columbia, United States",Thu Dec  1 00:00:00 2011,Emanuel II Cleaver,D,Missouri,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
175659-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 27 00:00:00 2003,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
175659-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 27 00:00:00 2003,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republican,the_DT Republican_JJ
175659-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 27 00:00:00 2003,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republican,the_DT Republican_JJ
175659-1,House Proceeding,"Washington, District of Columbia, United States",Thu Mar 27 00:00:00 2003,Sheila Jackson Lee,D,Texas,U.S. Representative,DT,the,republicans,The_DT Republicans_NNPS
175871-1,House Proceeding,"Washington, District of Columbia, United States",Thu Apr  3 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_JJ
175871-1,House Proceeding,"Washington, District of Columbia, United States",Thu Apr  3 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
175871-1,House Proceeding,"Washington, District of Columbia, United States",Thu Apr  3 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,DT,a,republican,a_DT Republican_NNP
175871-1,House Proceeding,"Washington, District of Columbia, United States",Thu Apr  3 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_JJ
175871-1,House Proceeding,"Washington, District of Columbia, United States",Thu Apr  3 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,DT,the,republican,the_DT Republican_JJ
175871-1,House Proceeding,"Washington, District of Columbia, United States",Thu Apr  3 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,DT,a,republican,a_DT Republican_JJ
175871-1,House Proceeding,"Washington, District of Columbia, United States",Thu Apr  3 00:00:00 2003,David R. Obey,D,Wisconsin,U.S. Representative,DT,a,republican,a_DT Republican_NNP
176020-1,House Proceeding,"Washington, District of Columbia, United States",Tue Apr  8 00:00:00 2003,Gil Gutknecht,R,Minnesota,U.S. Representative,DT,the,republican,the_DT Republican_NNP
176481-1,House Proceeding,"Washington, District of Columbia, United States",Fri May  9 00:00:00 2003,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
176481-1,House Proceeding,"Washington, District of Columbia, United States",Fri May  9 00:00:00 2003,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
176481-1,House Proceeding,"Washington, District of Columbia, United States",Fri May  9 00:00:00 2003,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,The_DT Republican_NNP
176481-1,House Proceeding,"Washington, District of Columbia, United States",Fri May  9 00:00:00 2003,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republicans,the_DT Republicans_NNPS
176481-1,House Proceeding,"Washington, District of Columbia, United States",Fri May  9 00:00:00 2003,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
176481-1,House Proceeding,"Washington, District of Columbia, United States",Fri May  9 00:00:00 2003,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,democrats,the_DT Democrats_NNPS
176481-1,House Proceeding,"Washington, District of Columbia, United States",Fri May  9 00:00:00 2003,Frank Jr. Pallone,D,New Jersey,U.S. Representative,DT,the,republican,the_DT Republican_JJ
